Date,BOVA11
2021-10-05,106.12000274658203
2021-10-06,106.37000274658203
2021-10-07,106.41999816894531
2021-10-08,108.38999938964844
2021-10-11,107.75
2021-10-13,109.23999786376953
2021-10-14,108.97000122070312
2021-10-15,110.22000122070312
2021-10-18,109.94999694824219
2021-10-19,106.80000305175781
2021-10-20,106.4000015258789
2021-10-21,103.6500015258789
2021-10-22,102.33000183105469
2021-10-25,104.55000305175781
2021-10-26,102.25
2021-10-27,102.4000015258789
2021-10-28,100.61000061035156
2021-10-29,99.68000030517578
2021-11-01,101.5199966430664
2021-11-03,102.0
2021-11-04,99.6500015258789
2021-11-05,100.80999755859375
2021-11-08,100.83000183105469
2021-11-09,101.38999938964844
2021-11-10,102.0199966430664
2021-11-11,103.55000305175781
2021-11-12,102.12999725341797
2021-11-16,100.36000061035156
2021-11-17,99.25
2021-11-18,98.6500015258789
2021-11-19,99.2699966430664
2021-11-22,98.23999786376953
2021-11-23,100.0
2021-11-24,100.66000366210938
2021-11-25,101.98999786376953
2021-11-26,98.38999938964844
2021-11-29,99.01000213623047
2021-11-30,98.3499984741211
2021-12-01,97.08999633789062
2021-12-02,100.43000030517578
2021-12-03,101.31999969482422
2021-12-06,103.0
2021-12-07,103.62999725341797
2021-12-08,104.19999694824219
2021-12-09,102.13999938964844
2021-12-10,103.7300033569336
2021-12-13,103.5
2021-12-14,102.69999694824219
2021-12-15,103.19999694824219
2021-12-16,104.41000366210938
2021-12-17,103.0999984741211
2021-12-20,101.0
2021-12-21,101.41999816894531
2021-12-22,101.43000030517578
2021-12-23,100.8499984741211
2021-12-27,101.5999984741211
2021-12-28,101.05999755859375
2021-12-29,100.25
2021-12-30,100.80000305175781
2022-01-03,99.93000030517578
2022-01-04,99.56999969482422
2022-01-05,97.0999984741211
2022-01-06,97.8499984741211
2022-01-07,98.69999694824219
2022-01-10,98.43000030517578
2022-01-11,100.0999984741211
2022-01-12,101.91000366210938
2022-01-13,101.55000305175781
2022-01-14,103.06999969482422
2022-01-17,102.58000183105469
2022-01-18,102.8499984741211
2022-01-19,104.05000305175781
2022-01-20,104.9000015258789
2022-01-21,104.69999694824219
2022-01-24,104.08000183105469
2022-01-25,106.33000183105469
2022-01-26,107.38999938964844
2022-01-27,108.19999694824219
2022-01-28,107.58000183105469
2022-01-31,107.9800033569336
2022-02-01,109.1500015258789
2022-02-02,107.69000244140625
2022-02-03,107.7699966430664
2022-02-04,108.0199966430664
2022-02-07,107.72000122070312
2022-02-08,108.2300033569336
2022-02-09,108.2300033569336
2022-02-10,109.0999984741211
2022-02-11,109.30999755859375
2022-02-14,109.5199966430664
2022-02-15,110.5999984741211
2022-02-16,110.7699966430664
2022-02-17,109.0999984741211
2022-02-18,108.51000213623047
2022-02-21,107.44999694824219
2022-02-22,109.0
2022-02-23,107.58000183105469
2022-02-24,107.4800033569336
2022-02-25,108.9000015258789
2022-03-02,111.0999984741211
2022-03-03,111.0199966430664
2022-03-04,110.4000015258789
2022-03-07,107.11000061035156
2022-03-08,107.29000091552734
2022-03-09,109.77999877929688
2022-03-10,109.4000015258789
2022-03-11,107.69999694824219
2022-03-14,106.04000091552734
2022-03-15,104.9000015258789
2022-03-16,107.13999938964844
2022-03-17,108.69999694824219
2022-03-18,110.7300033569336
2022-03-21,111.94000244140625
2022-03-22,113.0999984741211
2022-03-23,112.9000015258789
2022-03-24,114.73999786376953
2022-03-25,114.75
2022-03-28,114.51000213623047
2022-03-29,115.75
2022-03-30,115.9000015258789
2022-03-31,115.5999984741211
2022-04-01,117.19999694824219
2022-04-04,116.80000305175781
2022-04-05,114.51000213623047
2022-04-06,113.87000274658203
2022-04-07,114.6500015258789
2022-04-08,113.9800033569336
2022-04-11,112.56999969482422
2022-04-12,111.7699966430664
2022-04-13,112.5199966430664
2022-04-14,111.6500015258789
2022-04-18,111.45999908447266
2022-04-19,110.91999816894531
2022-04-20,110.05000305175781
2022-04-22,106.75
2022-04-25,106.76000213623047
2022-04-26,104.27999877929688
2022-04-27,105.5199966430664
2022-04-28,105.86000061035156
2022-04-29,103.4000015258789
2022-05-02,102.72000122070312
2022-05-03,102.72000122070312
2022-05-04,104.37999725341797
2022-05-05,101.5
2022-05-06,101.2300033569336
2022-05-09,99.68000030517578
2022-05-10,99.23999786376953
2022-05-11,100.63999938964844
2022-05-12,102.04000091552734
2022-05-13,103.29000091552734
2022-05-16,104.4000015258789
2022-05-17,104.9000015258789
2022-05-18,102.20999908447266
2022-05-19,103.08000183105469
2022-05-20,104.66000366210938
2022-05-23,106.76000213623047
2022-05-24,106.63999938964844
2022-05-25,106.66000366210938
2022-05-26,108.0199966430664
2022-05-27,107.9000015258789
2022-05-30,106.91999816894531
2022-05-31,107.18000030517578
2022-06-01,107.47000122070312
2022-06-02,108.43000030517578
2022-06-03,107.4800033569336
2022-06-06,106.41999816894531
2022-06-07,106.1500015258789
2022-06-08,104.5999984741211
2022-06-09,103.68000030517578
2022-06-10,101.81999969482422
2022-06-13,99.12000274658203
2022-06-14,98.36000061035156
2022-06-15,99.37999725341797
2022-06-17,96.20999908447266
2022-06-20,96.29000091552734
2022-06-21,96.4000015258789
2022-06-22,96.02999877929688
2022-06-23,94.66000366210938
2022-06-24,95.47000122070312
2022-06-27,97.3499984741211
2022-06-28,97.05000305175781
2022-06-29,96.0
2022-06-30,95.0
2022-07-01,95.62999725341797
2022-07-04,95.19999694824219
2022-07-05,94.80000305175781
2022-07-06,95.41999816894531
2022-07-07,97.37999725341797
2022-07-08,96.87999725341797
2022-07-11,94.80000305175781
2022-07-12,94.9000015258789
2022-07-13,94.51000213623047
2022-07-14,92.55000305175781
2022-07-15,93.2699966430664
2022-07-18,93.37000274658203
2022-07-19,94.69999694824219
2022-07-20,94.94999694824219
2022-07-21,95.3499984741211
2022-07-22,95.41999816894531
2022-07-25,96.75
2022-07-26,96.1500015258789
2022-07-27,97.83000183105469
2022-07-28,99.0999984741211
2022-07-29,99.30000305175781
2022-08-01,98.55999755859375
2022-08-02,99.52999877929688
2022-08-03,100.19999694824219
2022-08-04,102.4800033569336
2022-08-05,102.73999786376953
2022-08-08,104.80000305175781
2022-08-09,105.05000305175781
2022-08-10,106.55999755859375
2022-08-11,105.87999725341797
2022-08-12,108.63999938964844
2022-08-15,108.97000122070312
2022-08-16,109.76000213623047
2022-08-17,109.98999786376953
2022-08-18,109.94000244140625
2022-08-19,107.52999877929688
2022-08-22,106.7300033569336
2022-08-23,109.0999984741211
2022-08-24,109.18000030517578
2022-08-25,109.5999984741211
2022-08-26,108.36000061035156
2022-08-29,108.4000015258789
2022-08-30,106.4000015258789
2022-08-31,105.83000183105469
2022-09-01,106.58999633789062
2022-09-02,107.08999633789062
2022-09-05,108.44999694824219
2022-09-06,105.94999694824219
2022-09-08,106.18000030517578
2022-09-09,108.4000015258789
2022-09-12,109.55000305175781
2022-09-13,106.9800033569336
2022-09-14,106.75
2022-09-15,106.11000061035156
2022-09-16,105.5999984741211
2022-09-19,108.22000122070312
2022-09-20,108.8499984741211
2022-09-21,108.16000366210938
2022-09-22,110.12999725341797
2022-09-23,107.83999633789062
2022-09-26,105.12999725341797
2022-09-27,104.68000030517578
2022-09-28,104.81999969482422
2022-09-29,103.80000305175781
2022-09-30,106.45999908447266
2022-10-03,112.4000015258789
2022-10-04,112.3499984741211
2022-10-05,113.31999969482422
2022-10-06,113.47000122070312
2022-10-07,112.77999877929688
2022-10-10,112.08000183105469
2022-10-11,110.88999938964844
2022-10-13,110.26000213623047
2022-10-14,108.22000122070312
2022-10-17,109.9000015258789
2022-10-18,111.94000244140625
2022-10-19,112.3499984741211
2022-10-20,112.9000015258789
2022-10-21,116.43000030517578
2022-10-24,112.13999938964844
2022-10-25,110.4800033569336
2022-10-26,108.77999877929688
2022-10-27,110.0
2022-10-28,113.0
2022-10-31,112.1500015258789
2022-11-01,112.80999755859375
2022-11-03,113.0999984741211
2022-11-04,114.0
2022-11-07,111.22000122070312
2022-11-08,112.30000305175781
2022-11-09,109.75
2022-11-10,106.0999984741211
2022-11-11,108.55000305175781
2022-11-14,109.23999786376953
2022-11-16,106.04000091552734
2022-11-17,105.69000244140625
2022-11-18,104.8499984741211
2022-11-21,106.08000183105469
2022-11-22,105.06999969482422
2022-11-23,105.23999786376953
2022-11-24,108.19999694824219
2022-11-25,105.06999969482422
2022-11-28,105.1500015258789
2022-11-29,107.29000091552734
2022-11-30,108.58000183105469
2022-12-01,107.05999755859375
2022-12-02,107.94999694824219
2022-12-05,105.62999725341797
2022-12-06,106.73999786376953
2022-12-07,105.58999633789062
2022-12-08,103.56999969482422
2022-12-09,103.9000015258789
2022-12-12,101.80000305175781
2022-12-13,100.30000305175781
2022-12-14,100.69999694824219
2022-12-15,100.5
2022-12-16,99.4000015258789
2022-12-19,101.37000274658203
2022-12-20,103.55000305175781
2022-12-21,103.87000274658203
2022-12-22,103.93000030517578
2022-12-23,106.0
2022-12-26,105.1500015258789
2022-12-27,104.9000015258789
2022-12-28,106.80000305175781
2022-12-29,105.94999694824219
2023-01-02,102.62999725341797
2023-01-03,100.4800033569336
2023-01-04,101.91999816894531
2023-01-05,104.2699966430664
2023-01-06,105.5
2023-01-09,105.3499984741211
2023-01-10,107.18000030517578
2023-01-11,109.0999984741211
2023-01-12,108.26000213623047
2023-01-13,107.3499984741211
2023-01-16,105.47000122070312
2023-01-17,107.80000305175781
2023-01-18,108.33000183105469
2023-01-19,109.11000061035156
2023-01-20,108.44999694824219
2023-01-23,107.9000015258789
2023-01-24,109.43000030517578
2023-01-25,110.6500015258789
2023-01-26,110.41999816894531
2023-01-27,108.4000015258789
2023-01-30,108.69999694824219
2023-01-31,109.83999633789062
2023-02-01,108.4000015258789
2023-02-02,106.30000305175781
2023-02-03,104.87000274658203
2023-02-06,105.25
2023-02-07,104.0999984741211
2023-02-08,106.33999633789062
2023-02-09,104.44000244140625
2023-02-10,104.75
2023-02-13,105.47000122070312
2023-02-14,104.43000030517578
2023-02-15,106.05000305175781
2023-02-16,106.5
2023-02-17,105.55999755859375
2023-02-22,103.5999984741211
2023-02-23,104.1500015258789
2023-02-24,102.37999725341797
2023-02-27,102.29000091552734
2023-02-28,101.1500015258789
2023-03-01,101.19999694824219
2023-03-02,99.94000244140625
2023-03-03,100.41999816894531
2023-03-06,101.47000122070312
2023-03-07,100.9000015258789
2023-03-08,103.22000122070312
2023-03-09,101.55999755859375
2023-03-10,100.20999908447266
2023-03-13,99.77999877929688
2023-03-14,99.58000183105469
2023-03-15,99.38999938964844
2023-03-16,100.0
2023-03-17,98.8499984741211
2023-03-20,97.69999694824219
2023-03-21,97.93000030517578
2023-03-22,97.02999877929688
2023-03-23,94.58000183105469
2023-03-24,95.86000061035156
2023-03-27,96.54000091552734
2023-03-28,98.02999877929688
2023-03-29,98.55000305175781
2023-03-30,100.47000122070312
2023-03-31,98.48999786376953
2023-04-03,98.30000305175781
2023-04-04,98.51000213623047
2023-04-05,97.62999725341797
2023-04-06,97.58999633789062
2023-04-10,98.66000366210938
2023-04-11,102.91000366210938
2023-04-12,103.3499984741211
2023-04-13,102.93000030517578
2023-04-14,103.04000091552734
2023-04-17,102.70999908447266
2023-04-18,102.69999694824219
2023-04-19,100.4800033569336
2023-04-20,101.0
2023-04-24,100.62000274658203
2023-04-25,99.91999816894531
2023-04-26,99.01000213623047
2023-04-27,99.52999877929688
2023-04-28,100.9000015258789
2023-05-02,98.48999786376953
2023-05-03,98.5999984741211
2023-05-04,98.94999694824219
2023-05-05,101.91000366210938
2023-05-08,102.48999786376953
2023-05-09,103.80000305175781
2023-05-10,103.97000122070312
2023-05-11,104.81999969482422
2023-05-12,105.05000305175781
2023-05-15,105.47000122070312
2023-05-16,104.62999725341797
2023-05-17,106.01000213623047
2023-05-18,106.75
2023-05-19,107.16000366210938
2023-05-22,106.55000305175781
2023-05-23,106.44000244140625
2023-05-24,105.2699966430664
2023-05-25,106.55000305175781
2023-05-26,107.51000213623047
2023-05-29,106.7699966430664
2023-05-30,105.37999725341797
2023-05-31,104.83999633789062
2023-06-01,107.19999694824219
2023-06-02,109.0199966430664
2023-06-05,109.13999938964844
2023-06-06,111.06999969482422
2023-06-07,111.77999877929688
2023-06-09,113.20999908447266
2023-06-12,113.63999938964844
2023-06-13,112.94000244140625
2023-06-14,115.11000061035156
2023-06-15,115.4000015258789
2023-06-16,114.9000015258789
2023-06-19,116.12999725341797
2023-06-20,115.81999969482422
2023-06-21,116.2699966430664
2023-06-22,115.26000213623047
2023-06-23,115.30999755859375
2023-06-26,114.41999816894531
2023-06-27,113.7699966430664
2023-06-28,113.02999877929688
2023-06-29,114.91000366210938
2023-06-30,114.16999816894531
2023-07-03,115.94000244140625
2023-07-04,115.23999786376953
2023-07-05,115.83999633789062
2023-07-06,113.63999938964844
2023-07-07,115.19000244140625
2023-07-10,114.0999984741211
2023-07-11,113.80000305175781
2023-07-12,113.83000183105469
2023-07-13,115.58000183105469
2023-07-14,113.95999908447266
2023-07-17,114.70999908447266
2023-07-18,113.94999694824219
2023-07-19,113.75
2023-07-20,114.33999633789062
2023-07-21,116.4000015258789
2023-07-24,117.56999969482422
2023-07-25,117.9800033569336
2023-07-26,118.73999786376953
2023-07-27,116.04000091552734
2023-07-28,116.5199966430664
2023-07-31,117.94999694824219
2023-08-01,117.5199966430664
2023-08-02,117.01000213623047
2023-08-03,116.70999908447266
2023-08-04,115.66000366210938
2023-08-07,115.61000061035156
2023-08-08,115.2699966430664
2023-08-09,114.69999694824219
2023-08-10,114.51000213623047
2023-08-11,114.25
2023-08-14,113.30999755859375
2023-08-15,112.37000274658203
2023-08-16,111.87000274658203
2023-08-17,111.36000061035156
2023-08-18,111.69999694824219
2023-08-21,110.79000091552734
2023-08-22,112.41000366210938
2023-08-23,114.30000305175781
2023-08-24,113.30000305175781
2023-08-25,112.1500015258789
2023-08-28,113.5
2023-08-29,114.62000274658203
2023-08-30,113.9000015258789
2023-08-31,112.30999755859375
2023-09-01,114.05000305175781
2023-09-04,114.13999938964844
2023-09-05,113.62000274658203
2023-09-06,112.25
2023-09-08,111.66000366210938
2023-09-11,113.4800033569336
2023-09-12,114.22000122070312
2023-09-13,114.45999908447266
2023-09-14,115.58999633789062
2023-09-15,114.91999816894531
2023-09-18,114.6500015258789
2023-09-19,114.0999984741211
2023-09-20,115.02999877929688
2023-09-21,112.5999984741211
2023-09-22,112.61000061035156
2023-09-25,112.56999969482422
2023-09-26,110.6500015258789
2023-09-27,110.69999694824219
2023-09-28,112.18000030517578
2023-09-29,113.1500015258789
2023-10-02,111.48999786376953
2023-10-03,109.81999969482422
2023-10-04,110.18000030517578
2023-10-05,109.75
2023-10-06,110.66000366210938
2023-10-09,111.73999786376953
2023-10-10,113.12999725341797
2023-10-11,113.5
2023-10-13,112.05999755859375
2023-10-16,112.94000244140625
2023-10-17,112.33999633789062
2023-10-18,110.37000274658203
2023-10-19,110.5999984741211
2023-10-20,109.5
2023-10-23,109.3499984741211
2023-10-24,110.23999786376953
2023-10-25,109.3499984741211
2023-10-26,111.4000015258789
2023-10-27,109.8499984741211
2023-10-30,108.95999908447266
2023-10-31,109.62000274658203
2023-11-01,111.55999755859375
2023-11-03,114.75
2023-11-06,114.80999755859375
2023-11-07,115.66999816894531
2023-11-08,115.5199966430664
2023-11-09,115.18000030517578
2023-11-10,117.01000213623047
2023-11-13,116.81999969482422
2023-11-14,119.61000061035156
2023-11-16,120.95999908447266
2023-11-17,121.0999984741211
2023-11-20,122.25
2023-11-21,121.76000213623047
2023-11-22,122.1500015258789
2023-11-23,122.87999725341797
2023-11-24,121.66000366210938
2023-11-27,121.94000244140625
2023-11-28,122.72000122070312
2023-11-29,122.2699966430664
2023-11-30,123.56999969482422
2023-12-01,124.23999786376953
2023-12-04,122.95999908447266
2023-12-05,123.01000213623047
2023-12-06,121.72000122070312
2023-12-07,122.29000091552734
2023-12-08,123.30999755859375
2023-12-11,123.11000061035156
2023-12-12,122.5999984741211
2023-12-13,125.70999908447266
2023-12-14,126.87999725341797
2023-12-15,126.27999877929688
2023-12-18,127.2699966430664
2023-12-19,128.0500030517578
2023-12-20,126.81999969482422
2023-12-21,128.35000610351562
2023-12-22,128.94000244140625
2023-12-26,129.64999389648438
2023-12-27,130.22999572753906
2023-12-28,130.38999938964844
2024-01-02,128.75999450683594
2024-01-03,128.99000549316406
2024-01-04,127.3499984741211
2024-01-05,128.25
2024-01-08,128.57000732421875
2024-01-09,127.58999633789062
2024-01-10,126.94000244140625
2024-01-11,126.80999755859375
2024-01-12,127.2300033569336
2024-01-15,127.81999969482422
2024-01-16,125.48999786376953
2024-01-17,124.52999877929688
2024-01-18,123.55999755859375
2024-01-19,123.83999633789062
2024-01-22,122.69999694824219
2024-01-23,124.55000305175781
2024-01-24,123.97000122070312
2024-01-25,124.45999908447266
2024-01-26,125.08000183105469
2024-01-29,124.75
2024-01-30,123.56999969482422
2024-01-31,123.94999694824219
2024-02-01,124.55999755859375
2024-02-02,123.58000183105469
2024-02-05,123.86000061035156
2024-02-06,126.87999725341797
2024-02-07,126.16999816894531
2024-02-08,124.51000213623047
2024-02-09,124.12999725341797
2024-02-14,123.2300033569336
2024-02-15,124.05999755859375
2024-02-16,124.87999725341797
2024-02-19,125.13999938964844
2024-02-20,126.19000244140625
2024-02-21,126.18000030517578
2024-02-22,126.30000305175781
2024-02-23,125.61000061035156
2024-02-26,125.7699966430664
2024-02-27,127.83999633789062
2024-02-28,126.26000213623047
2024-02-29,125.25
2024-03-01,125.23999786376953
2024-03-04,124.5
2024-03-05,124.4000015258789
2024-03-06,125.1500015258789
2024-03-07,124.66999816894531
2024-03-08,123.26000213623047
2024-03-11,122.31999969482422
2024-03-12,123.80999755859375
2024-03-13,124.37000274658203
2024-03-14,123.81999969482422
2024-03-15,122.87000274658203
2024-03-18,123.05000305175781
2024-03-19,123.7300033569336
2024-03-20,125.44999694824219
2024-03-21,124.37000274658203
2024-03-22,123.20999908447266
2024-03-25,123.19000244140625
2024-03-26,123.23999786376953
2024-03-27,124.05000305175781
2024-03-28,124.33000183105469
2024-04-01,123.29000091552734
2024-04-02,123.73999786376953
2024-04-03,123.54000091552734
2024-04-04,123.68000030517578
2024-04-05,122.9000015258789
2024-04-08,125.12999725341797
2024-04-09,126.20999908447266
2024-04-10,124.1500015258789
2024-04-11,123.72000122070312
2024-04-12,122.12000274658203
2024-04-15,121.55000305175781
2024-04-16,120.8499984741211
2024-04-17,120.54000091552734
2024-04-18,120.4800033569336
2024-04-19,121.5199966430664
2024-04-22,121.80000305175781
2024-04-23,121.41000366210938
2024-04-24,120.97000122070312
2024-04-25,120.91000366210938
2024-04-26,122.83000183105469
2024-04-29,123.7699966430664
2024-04-30,122.37999725341797
2024-05-02,123.3499984741211
2024-05-03,124.81999969482422
2024-05-06,124.70999908447266
2024-05-07,125.4000015258789
2024-05-08,125.75
2024-05-09,124.5199966430664
2024-05-10,124.01000213623047
2024-05-13,124.55999755859375
2024-05-14,124.80999755859375
2024-05-15,124.2300033569336
2024-05-16,124.55000305175781
2024-05-17,124.37000274658203
2024-05-20,124.12000274658203
2024-05-21,123.69999694824219
2024-05-22,122.06999969482422
2024-05-23,121.0999984741211
2024-05-24,120.63999938964844
2024-05-27,120.87000274658203
2024-05-28,120.18000030517578
2024-05-29,119.12000274658203
2024-05-31,118.66000366210938
2024-06-03,118.44000244140625
