,TAEE11.SA,BBAS3.SA,ABEV3.SA,WEGE3.SA,RANI3.SA,GOGL34.SA,BERK34.SA,Capital,tx retorno
151,0.0,0.0,0.0,0.0,152473.72153753665,0.0,0.0,152473.72153753665,-2.0987550445695335
152,0.0,0.0,0.0,0.0,148243.7110167581,0.0,0.0,148243.7110167581,-2.7742554442321876
153,0.0,0.0,0.0,0.0,140360.43060043585,0.0,0.0,140360.43060043585,-5.317784047804297
154,0.0,0.0,0.0,0.0,139399.0592357406,0.0,0.0,139399.0592357406,-0.6849304754785179
155,0.0,0.0,0.0,0.0,138437.68787104532,0.0,0.0,138437.68787104532,-0.6896541267681688
156,0.0,0.0,0.0,0.0,140360.43060043585,0.0,0.0,140360.43060043585,1.3888867684510586
157,0.0,0.0,0.0,0.0,140937.2416773127,0.0,0.0,140937.2416773127,0.41094991972407957
158,0.0,0.0,0.0,0.0,142475.4593447058,0.0,0.0,142475.4593447058,1.0914203010407686
159,0.0,0.0,0.0,0.0,147090.06537912376,0.0,0.0,147090.06537912376,3.2388778078990876
160,0.0,0.0,0.0,0.0,147666.8764560006,0.0,0.0,147666.8764560006,0.3921482225125894
161,0.0,0.0,0.0,0.0,141321.7902231908,0.0,0.0,141321.7902231908,-4.296892021482169
162,0.0,0.0,0.0,0.0,143629.0932403998,0.0,0.0,143629.0932403998,1.6326590638039873
163,0.0,0.0,0.0,0.0,140168.14458555647,0.0,0.0,140168.14458555647,-2.4096431835370136
164,0.0,0.0,0.0,0.0,133438.54503268958,0.0,0.0,133438.54503268958,-4.8010905564632385
165,0.0,0.0,0.0,0.0,135169.01348914104,0.0,0.0,135169.01348914104,1.296828031231545
166,0.0,0.0,0.0,0.0,131515.80230329902,0.0,0.0,131515.80230329902,-2.702698711443585
167,0.0,0.0,0.0,0.0,131900.35084917714,0.0,0.0,131900.35084917714,0.29239721702132293
168,0.0,0.0,0.0,0.0,134015.35610956638,0.0,0.0,134015.35610956638,1.603487213470478
169,0.0,0.0,0.0,0.0,126516.67120688359,0.0,0.0,126516.67120688359,-5.595392289635914
